English;cleanedEnglish;Positiv;Negativ;Wut;Vorfreude;Ekel;Furcht;Freude;Traurigkeit;Ueberraschung;Vertrauen;;;;;;;;;;
Hilfe;Hilfe;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
helfen;helfen;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
weh;weh;0;1;0;0;0;0;0;1;0;0;;;;;;;;;;
krank;krank;0;1;0;0;0;1;0;1;0;0;;;;;;;;;;
Leiden;Leiden;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Ziel;Ziel;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
ziellos;ziellos;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;
Luft;Luft;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Airbag;Airbag;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Luftbrücke;Luftbruecke;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Fluggesellschaft;Fluggesellschaft;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Flieger;Flieger;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Flugzeug;Flugzeug;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Flughafen;Flughafen;0;0;0;1;0;0;0;0;0;0;;;;;;;;;;
Lüfte;Luefte;0;1;0;0;1;0;0;0;0;0;;;;;;;;;;
Luftschiff;Luftschiff;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Gang;Gang;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
ait;ait;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
angelehnt;angelehnt;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
ähnlich;aehnlich;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;
Alabaster;Alabaster;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Alarm;Alarm;0;1;0;0;0;1;0;0;1;0;;;;;;;;;;
alarmierend;alarmierend;0;1;0;0;0;1;0;0;1;0;;;;;;;;;;
alb;alb;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;
Album;Album;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Alchimie;Alchimie;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Alkohol;Alkohol;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Alkoholismus;Alkoholismus;0;1;1;0;1;1;0;1;0;0;;;;;;;;;;
Alkoven;Alkoven;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Alarm;Alarm;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Wachsamkeit;Wachsamkeit;1;0;0;1;0;1;0;0;1;0;;;;;;;;;;
Warnungen;Warnungen;0;0;0;1;0;1;0;0;1;0;;;;;;;;;;
Alfalfa;Alfalfa;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Algebra;Algebra;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
algebraisch;algebraisch;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Algorithmus;Algorithmus;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Alibi;Alibi;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Außerirdischer;Außerirdischer;0;1;0;0;1;1;0;0;0;0;;;;;;;;;;
entfremden;entfremden;0;1;1;0;1;0;0;0;0;0;;;;;;;;;;
entfremdet;entfremdet;0;1;0;0;0;0;0;1;0;0;;;;;;;;;;
Entfremdung;Entfremdung;0;1;1;0;1;1;0;1;0;0;;;;;;;;;;
aussteigen;aussteigen;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
ausgerichtet;ausgerichtet;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Ausrichtung;Ausrichtung;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
wie;wie;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Ernährung;Ernaehrung;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Alimente;Alimente;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;
aliquot;aliquot;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
am Leben;am Leben;1;0;0;1;0;0;1;0;0;1;;;;;;;;;;
Alkali;Alkali;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Alkaloide;Alkaloide;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
zerstreuen;zerstreuen;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Behauptung;Behauptung;0;1;1;0;0;0;0;0;0;0;;;;;;;;;;
behaupten;behaupten;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;
angeblich angeblich;angeblich angeblich;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Treue;Treue;1;0;0;0;0;0;0;0;0;1;;;;;;;;;;
allegorisch;allegorisch;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Allegorie;Allegorie;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
allegro;allegro;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
lindern;lindern;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Linderung;Linderung;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Gasse;Gasse;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Allianz;Allianz;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;
verbündet;verbuendet;1;0;0;0;0;0;0;0;0;1;;;;;;;;;;
Alligator;Alligator;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
zuordnen;zuordnen;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Zuweisung;Zuweisung;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
zuteilen;zuteilen;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Zuteilung;Zuteilung;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
zulässig;zulaessig;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Beihilfe;Beihilfe;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
erlaubt;erlaubt;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Legierung;Legierung;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
locken;locken;1;0;0;1;0;0;1;0;1;0;;;;;;;;;;
verlockend;verlockend;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Anspielung;Anspielung;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
alluvial;alluvial;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Verbündete;Verbuendete;1;0;0;0;0;0;0;0;0;1;;;;;;;;;;
Almanach;Almanach;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
allmächtig;allmaechtig;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
oben;oben;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Aha;Aha;1;0;0;1;0;0;1;0;0;0;;;;;;;;;;
neben;neben;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
distanziert;distanziert;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;
laut;laut;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Alphabet;Alphabet;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
alphabetisch;alphabetisch;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Altar;Altar;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
ändern;aendern;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Änderung;Aenderung;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Auseinandersetzung;Auseinandersetzung;0;1;1;0;0;0;0;0;0;0;;;;;;;;;;
verändert;veraendert;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
wechseln;wechseln;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Alternative;Alternative;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Höhe;Hoehe;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Alt;Alt;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
insgesamt;insgesamt;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Absolvent;Absolvent;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Alveolar;Alveolar;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Amalgam;Amalgam;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Verschmelzung;Verschmelzung;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
anhäufen;anhaeufen;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Amateur;Amateur;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
erstaunen;erstaunen;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;
Staunen;Staunen;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
erstaunlich;erstaunlich;1;0;0;0;0;0;1;0;1;0;;;;;;;;;;
Botschafter;Botschafter;1;0;0;0;0;0;0;0;0;1;;;;;;;;;;
Bernstein;Bernstein;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Umgebungs;Umgebungs;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Mehrdeutigkeit;Mehrdeutigkeit;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
zweideutig;zweideutig;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;
Bereich;Bereich;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Ehrgeiz;Ehrgeiz;1;0;0;1;0;0;1;0;0;1;;;;;;;;;;
ehrgeizig;ehrgeizig;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Ambulanz;Ambulanz;0;0;0;0;0;1;0;0;0;1;;;;;;;;;;
Hinterhalt;Hinterhalt;0;1;1;0;0;1;0;0;1;0;;;;;;;;;;
verbessern;verbessern;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Amen;Amen;1;0;0;0;0;0;1;0;0;1;;;;;;;;;;
zugänglich;zugaenglich;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
ändern;aendern;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Änderung;Aenderung;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
ändert;aendert;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Annehmlichkeit;Annehmlichkeit;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Amethyst;Amethyst;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
liebenswürdig;liebenswuerdig;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
freundschaftlich;freundschaftlich;1;0;0;0;0;0;1;0;0;0;;;;;;;;;;
inmitten;inmitten;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
inmitten;inmitten;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Ammoniak;Ammoniak;0;0;0;0;1;0;0;0;0;0;;;;;;;;;;
Munition;Munition;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Amnesie;Amnesie;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;
Amnestie;Amnestie;1;0;0;0;0;0;1;0;0;0;;;;;;;;;;
amorph;amorph;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Amortisation;Amortisation;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;
Menge;Menge;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Liebe;Liebe;1;0;0;1;0;0;1;0;0;1;;;;;;;;;;
Et-Zeichen;Et-Zeichen;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Amphetamine;Amphetamine;0;1;0;0;1;0;0;0;0;0;;;;;;;;;;
Amphibie;Amphibie;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
amphibisch;amphibisch;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Amphitheater;Amphitheater;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Verstärkung Verstärkung;Verstaerkung Verstaerkung;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
verstärken;verstaerken;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Amplitude;Amplitude;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
reichlich;reichlich;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Amputation;Amputation;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Amulett;Amulett;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
amüsieren;amuesieren;1;0;0;0;0;0;1;0;0;0;;;;;;;;;;
amüsiert;amuesiert;1;0;0;0;0;0;1;0;0;0;;;;;;;;;;
Amüsement;Amuesement;1;0;0;0;0;0;1;0;0;0;;;;;;;;;;
lustig;lustig;1;0;0;0;0;0;1;0;0;0;;;;;;;;;;
Ana;Ana;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Anakonda;Anakonda;0;1;0;0;1;1;0;0;0;0;;;;;;;;;;
Anästhesie;Anaesthesie;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Narkose;Narkose;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
anal;anal;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;
Analgetikum;Analgetikum;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
analog;analog;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
analog;analog;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Analogie;Analogie;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Analyse;Analyse;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Analytiker;Analytiker;1;0;0;1;0;0;0;0;0;1;;;;;;;;;;
analytisch;analytisch;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
analysieren;analysieren;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Analysator;Analysator;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Anarchismus;Anarchismus;0;1;1;0;0;1;0;0;0;0;;;;;;;;;;
Anarchist;Anarchist;0;1;1;0;0;1;0;0;0;0;;;;;;;;;;
Anarchie;Anarchie;0;1;1;0;0;1;0;0;0;0;;;;;;;;;;
Anastomose;Anastomose;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Anathema;Anathema;0;1;1;0;1;1;0;1;0;0;;;;;;;;;;
anatomisch;anatomisch;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Anatomie;Anatomie;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Vorfahr;Vorfahr;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Ahnen-;Ahnen-;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;
Abstammung;Abstammung;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Anker;Anker;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Anchorage;Anchorage;1;0;0;0;0;0;0;1;0;0;;;;;;;;;;
alt;alt;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;
untergeordnet;untergeordnet;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Androgen;Androgen;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Anemone;Anemone;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
ein neuer;ein neuer;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Engel;Engel;1;0;0;1;0;0;1;0;1;1;;;;;;;;;;
engelhaft;engelhaft;1;0;0;0;0;0;1;0;0;1;;;;;;;;;;
Wut;Wut;0;1;1;0;0;0;0;0;0;0;;;;;;;;;;
Angina;Angina;0;1;0;0;0;1;0;0;0;0;;;;;;;;;;
Angiographie;Angiographie;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Winkel;Winkel;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Angeln;Angeln;0;1;0;1;0;0;0;0;0;0;;;;;;;;;;
wütend;wuetend;0;1;1;0;1;0;0;0;0;0;;;;;;;;;;
Pein;Pein;0;1;1;0;0;1;0;1;0;0;;;;;;;;;;
eckig;eckig;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
wasserfrei;wasserfrei;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Tier;Tier;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
animieren;animieren;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
animiert;animiert;1;0;0;0;0;0;1;0;0;0;;;;;;;;;;
Animation;Animation;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Feindseligkeit;Feindseligkeit;0;1;1;0;1;1;0;1;0;0;;;;;;;;;;
Animus;Animus;0;1;1;0;0;0;0;0;0;0;;;;;;;;;;
Knöchel Knöchel;Knoechel Knoechel;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Annalen;Annalen;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
annektieren;annektieren;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Annexion;Annexion;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Nebengebäude;Nebengebaeude;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
vernichten;vernichten;0;1;1;0;0;1;0;0;0;0;;;;;;;;;;
vernichtet;vernichtet;0;1;1;0;0;1;0;1;0;0;;;;;;;;;;
Vernichtung;Vernichtung;0;1;1;0;0;1;0;1;0;0;;;;;;;;;;
kommentieren;kommentieren;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Anmerkung;Anmerkung;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
bekannt geben;bekannt geben;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Bekanntmachung;Bekanntmachung;0;0;0;1;0;0;0;0;0;0;;;;;;;;;;
Nerven;Nerven;0;1;1;0;1;0;0;0;0;0;;;;;;;;;;
Ärger;Aerger;0;1;1;0;1;0;0;0;0;0;;;;;;;;;;
vergesslich;vergesslich;0;1;1;0;0;0;0;0;0;0;;;;;;;;;;
Rente;Rente;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
annullieren;annullieren;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;
ringförmig;ringfoermig;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Aufhebung;Aufhebung;0;1;0;0;0;0;0;1;0;0;;;;;;;;;;
Ring;Ring;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Salbung;Salbung;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
anomal;anomal;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Anomalie;Anomalie;0;1;0;0;0;1;0;0;1;0;;;;;;;;;;
anon;anon;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
anonym;anonym;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;
Antworten;Antworten;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
verantwortlich;verantwortlich;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;
antworten;antworten;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Ameise;Ameise;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Antagonismus;Antagonismus;0;1;1;0;0;0;0;0;0;0;;;;;;;;;;
Gegner;Gegner;0;1;1;0;0;0;0;0;0;0;;;;;;;;;;
antagonistisch;antagonistisch;0;1;1;0;1;0;0;0;0;0;;;;;;;;;;
ante;ante;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Vorläufer;Vorlaeufer;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Antilope;Antilope;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Antenne;Antenne;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
anterior;anterior;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Hymne;Hymne;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Anthologie;Anthologie;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Milzbrand;Milzbrand;0;1;0;0;1;1;0;1;0;0;;;;;;;;;;
Anthropologie;Anthropologie;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Antibiotika;Antibiotika;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Antibiotika;Antibiotika;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Antichrist;Antichrist;0;1;1;0;1;1;0;0;0;0;;;;;;;;;;
Vorwegnahme;Vorwegnahme;0;0;0;1;0;0;0;0;0;0;;;;;;;;;;
vorausschauend;vorausschauend;0;0;0;1;0;0;0;0;0;0;;;;;;;;;;
Gegenmittel;Gegenmittel;1;0;0;1;0;0;0;0;0;1;;;;;;;;;;
antimykotisch;antimykotisch;1;0;0;0;0;0;0;0;0;1;;;;;;;;;;
Antimon;Antimon;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Antipathie;Antipathie;0;1;1;0;1;0;0;0;0;0;;;;;;;;;;
Antiquariat;Antiquariat;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
veraltet;veraltet;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;
Antiquität;Antiquitaet;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Antike;Antike;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Antiseptikum;Antiseptikum;1;0;0;0;0;0;0;0;0;1;;;;;;;;;;
asozial;asozial;0;1;1;0;1;1;0;1;0;0;;;;;;;;;;
Antithese;Antithese;0;1;1;0;0;0;0;0;0;0;;;;;;;;;;
antithetisch;antithetisch;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Virostatikum;Virostatikum;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Geweih;Geweih;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Amboss;Amboss;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Angst;Angst;0;1;1;1;0;1;0;1;0;0;;;;;;;;;;
Ängstlich;Aengstlich;0;1;0;1;0;1;0;0;0;0;;;;;;;;;;
Aorta;Aorta;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Platz;Platz;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Apache;Apache;0;1;0;0;0;1;0;0;0;0;;;;;;;;;;
Wohnung;Wohnung;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
apathisch;apathisch;0;1;0;0;0;0;0;1;0;0;;;;;;;;;;
Apathie;Apathie;0;1;0;0;0;0;0;1;0;0;;;;;;;;;;
Affe;Affe;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Öffnung;Oeffnung;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Apex;Apex;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Blattlaus;Blattlaus;0;1;0;0;1;0;0;0;0;0;;;;;;;;;;
ein Stück;ein Stueck;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Gelassenheit;Gelassenheit;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
apokalyptisch;apokalyptisch;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
entschuldigend;entschuldigend;1;0;0;0;0;0;0;0;0;1;;;;;;;;;;
Apologet;Apologet;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
entschuldigen;entschuldigen;1;0;0;0;0;0;0;1;0;1;;;;;;;;;;
Entschuldigung;Entschuldigung;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Apostasie;Apostasie;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Apostat;Apostat;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Apostel;Apostel;1;0;0;0;0;0;0;0;0;1;;;;;;;;;;
apostolisch;apostolisch;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;
Apostroph;Apostroph;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
entsetzlich;entsetzlich;0;1;0;0;1;1;0;0;0;0;;;;;;;;;;
Gerät;Geraet;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Kleidung;Kleidung;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
offenbar;offenbar;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Erscheinung;Erscheinung;0;0;0;0;0;1;0;0;1;0;;;;;;;;;;
appellieren;appellieren;0;0;0;1;0;0;0;0;0;0;;;;;;;;;;
Aussehen;Aussehen;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
beschwichtigen;beschwichtigen;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Beschwerdeführer;Beschwerdefuehrer;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
anhängen;anhaengen;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Anhängsel;Anhaengsel;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Appendizitis;Appendizitis;0;1;0;0;0;1;0;1;0;0;;;;;;;;;;
Blinddarm;Blinddarm;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Appetit Appetit;Appetit Appetit;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Vorspeise;Vorspeise;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Beifall;Beifall;1;0;0;0;0;0;1;0;1;1;;;;;;;;;;
Apfel;Apfel;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Gerät;Geraet;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Haushaltsgeräte;Haushaltsgeraete;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Anwendbarkeit;Anwendbarkeit;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
zutreffend;zutreffend;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Antragsteller;Antragsteller;0;0;0;1;0;0;0;0;0;0;;;;;;;;;;
Anwendung;Anwendung;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
anwenden;anwenden;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
ernennen;ernennen;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
geplanter Termin;geplanter Termin;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Termine;Termine;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
aufteilen;aufteilen;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Aufteilung;Aufteilung;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
bewerten;bewerten;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
nennenswert;nennenswert;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
anerkennend;anerkennend;1;0;0;0;0;0;1;0;0;1;;;;;;;;;;
begreifen;begreifen;0;0;0;0;0;1;0;0;0;0;;;;;;;;;;
Auffassung;Auffassung;0;1;0;0;0;1;0;0;0;0;;;;;;;;;;
besorgt;besorgt;0;1;0;1;0;1;0;0;0;0;;;;;;;;;;
Lehrling;Lehrling;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;
Lehre;Lehre;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
sich nähern;sich naehern;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Annäherung;Annaeherung;0;0;0;1;0;0;0;0;0;0;;;;;;;;;;
Billigung;Billigung;1;0;0;0;0;0;0;0;0;1;;;;;;;;;;
Aneignung;Aneignung;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;
die Genehmigung;die Genehmigung;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
genehmigen;genehmigen;1;0;0;0;0;0;1;0;0;1;;;;;;;;;;
genehmigen;genehmigen;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
ungefähr;ungefaehr;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
etwa;etwa;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Annäherung;Annaeherung;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Annäherung;Annaeherung;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Zubehör;Zubehoer;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Schürze;Schuerze;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
