Englisch;Positiv;Negativ;Wut;Vorwegnahme;Der Ekel;Furcht;Freude;Traurigkeit;Überraschung;Vertrauen
Vernichtung;0;1;1;0;0;1;0;1;0;0
kommentieren;0;0;0;0;0;0;0;0;0;0
Anmerkung;0;0;0;0;0;0;0;0;0;0
bekannt geben;0;0;0;0;0;0;0;0;0;0
Bekanntmachung;0;0;0;1;0;0;0;0;0;0
Nerven;0;1;1;0;1;0;0;0;0;0
Ärger;0;1;1;0;1;0;0;0;0;0
vergesslich;0;1;1;0;0;0;0;0;0;0
Rente;0;0;0;0;0;0;0;0;0;0
annullieren;0;1;0;0;0;0;0;0;0;0
ringförmig;0;0;0;0;0;0;0;0;0;0
Aufhebung;0;1;0;0;0;0;0;1;0;0
Ring;0;0;0;0;0;0;0;0;0;0
Salbung;0;0;0;0;0;0;0;0;0;0
anomal;0;0;0;0;0;0;0;0;0;0
Anomalie;0;1;0;0;0;1;0;0;1;0
anon;0;0;0;0;0;0;0;0;0;0
anonym;0;1;0;0;0;0;0;0;0;0
Antworten;0;0;0;0;0;0;0;0;0;0
verantwortlich;0;0;0;0;0;0;0;0;0;1
antworten;0;0;0;0;0;0;0;0;0;0
Ameise;0;0;0;0;0;0;0;0;0;0
Antagonismus;0;1;1;0;0;0;0;0;0;0
Gegner;0;1;1;0;0;0;0;0;0;0
antagonistisch;0;1;1;0;1;0;0;0;0;0
ante;0;0;0;0;0;0;0;0;0;0
Vorläufer;0;0;0;0;0;0;0;0;0;0
Antilope;0;0;0;0;0;0;0;0;0;0
Antenne;0;0;0;0;0;0;0;0;0;0
anterior;0;0;0;0;0;0;0;0;0;0
Hymne;0;0;0;0;0;0;0;0;0;0
Anthologie;0;0;0;0;0;0;0;0;0;0
Milzbrand;0;1;0;0;1;1;0;1;0;0
Anthropologie;0;0;0;0;0;0;0;0;0;0
Antibiotika;0;0;0;0;0;0;0;0;0;0
Antibiotika;1;0;0;0;0;0;0;0;0;0
Antichrist;0;1;1;0;1;1;0;0;0;0
Vorwegnahme;0;0;0;1;0;0;0;0;0;0
vorausschauend;0;0;0;1;0;0;0;0;0;0
Gegenmittel;1;0;0;1;0;0;0;0;0;1
antimykotisch;1;0;0;0;0;0;0;0;0;1
Antimon;0;0;0;0;0;0;0;0;0;0
Antipathie;0;1;1;0;1;0;0;0;0;0
Antiquariat;0;0;0;0;0;0;0;0;0;0
veraltet;0;1;0;0;0;0;0;0;0;0
Antiquität;1;0;0;0;0;0;0;0;0;0
Antike;0;0;0;0;0;0;0;0;0;0
Antiseptikum;1;0;0;0;0;0;0;0;0;1
asozial;0;1;1;0;1;1;0;1;0;0
Antithese;0;1;1;0;0;0;0;0;0;0
antithetisch;0;0;0;0;0;0;0;0;0;0
Virostatikum;0;0;0;0;0;0;0;0;0;0
Geweih;0;0;0;0;0;0;0;0;0;0
Amboss;0;0;0;0;0;0;0;0;0;0
Angst;0;1;1;1;0;1;0;1;0;0
Ängstlich;0;1;0;1;0;1;0;0;0;0
Aorta;0;0;0;0;0;0;0;0;0;0
Platz;0;0;0;0;0;0;0;0;0;0
Apache;0;1;0;0;0;1;0;0;0;0
Wohnung;0;0;0;0;0;0;0;0;0;0
apathisch;0;1;0;0;0;0;0;1;0;0
Apathie;0;1;0;0;0;0;0;1;0;0
Affe;0;0;0;0;0;0;0;0;0;0
Öffnung;0;0;0;0;0;0;0;0;0;0
Apex;0;0;0;0;0;0;0;0;0;0
Blattlaus;0;1;0;0;1;0;0;0;0;0
ein Stück;0;0;0;0;0;0;0;0;0;0
Gelassenheit;1;0;0;0;0;0;0;0;0;0
apokalyptisch;0;0;0;0;0;0;0;0;0;0
entschuldigend;1;0;0;0;0;0;0;0;0;1
Apologet;0;0;0;0;0;0;0;0;0;0
entschuldigen;1;0;0;0;0;0;0;1;0;1
Entschuldigung;1;0;0;0;0;0;0;0;0;0
Apostasie;0;0;0;0;0;0;0;0;0;0
Apostat;0;0;0;0;0;0;0;0;0;0
Apostel;1;0;0;0;0;0;0;0;0;1
apostolisch;0;0;0;0;0;0;0;0;0;1
Apostroph;0;0;0;0;0;0;0;0;0;0
entsetzlich;0;1;0;0;1;1;0;0;0;0
Gerät;0;0;0;0;0;0;0;0;0;0
Kleidung;0;0;0;0;0;0;0;0;0;0
offenbar;0;0;0;0;0;0;0;0;0;0
Erscheinung;0;0;0;0;0;1;0;0;1;0
appellieren;0;0;0;1;0;0;0;0;0;0
Aussehen;0;0;0;0;0;0;0;0;0;0
beschwichtigen;0;0;0;0;0;0;0;0;0;0
Beschwerdeführer;0;0;0;0;0;0;0;0;0;0
anhängen;0;0;0;0;0;0;0;0;0;0
Anhängsel;0;0;0;0;0;0;0;0;0;0
Appendizitis;0;1;0;0;0;1;0;1;0;0
Blinddarm;0;0;0;0;0;0;0;0;0;0
Appetit Appetit;0;0;0;0;0;0;0;0;0;0
Vorspeise;0;0;0;0;0;0;0;0;0;0
Beifall;1;0;0;0;0;0;1;0;1;1
Apfel;0;0;0;0;0;0;0;0;0;0
Gerät;0;0;0;0;0;0;0;0;0;0
Haushaltsgeräte;0;0;0;0;0;0;0;0;0;0
Anwendbarkeit;0;0;0;0;0;0;0;0;0;0
zutreffend;0;0;0;0;0;0;0;0;0;0
Antragsteller;0;0;0;1;0;0;0;0;0;0
Anwendung;0;0;0;0;0;0;0;0;0;0
anwenden;0;0;0;0;0;0;0;0;0;0
ernennen;0;0;0;0;0;0;0;0;0;0
geplanter Termin;0;0;0;0;0;0;0;0;0;0
Termine;0;0;0;0;0;0;0;0;0;0
aufteilen;0;0;0;0;0;0;0;0;0;0
Aufteilung;0;0;0;0;0;0;0;0;0;0
bewerten;0;0;0;0;0;0;0;0;0;0
nennenswert;0;0;0;0;0;0;0;0;0;0
anerkennend;1;0;0;0;0;0;1;0;0;1
begreifen;0;0;0;0;0;1;0;0;0;0
Auffassung;0;1;0;0;0;1;0;0;0;0
besorgt;0;1;0;1;0;1;0;0;0;0
Lehrling;0;0;0;0;0;0;0;0;0;1
Lehre;0;0;0;0;0;0;0;0;0;0
sich nähern;0;0;0;0;0;0;0;0;0;0
Annäherung;0;0;0;1;0;0;0;0;0;0
Billigung;1;0;0;0;0;0;0;0;0;1
Aneignung;0;1;0;0;0;0;0;0;0;0
die Genehmigung;1;0;0;0;0;0;0;0;0;0
genehmigen;1;0;0;0;0;0;1;0;0;1
genehmigen;1;0;0;0;0;0;0;0;0;0
ungefähr;0;0;0;0;0;0;0;0;0;0
etwa;0;0;0;0;0;0;0;0;0;0
Annäherung;0;0;0;0;0;0;0;0;0;0
Annäherung;0;0;0;0;0;0;0;0;0;0
Zubehör;0;0;0;0;0;0;0;0;0;0
Schürze;0;0;0;0;0;0;0;0;0;0
geeignet;1;0;0;0;0;0;0;0;0;0
Eignung;1;0;0;0;0;0;0;0;0;0
Aqua;0;0;0;0;0;0;0;0;0;0
Aquamarin;0;0;0;0;0;0;0;0;0;0
Aquarium;0;0;0;0;0;0;0;0;0;0
Wasser-;0;0;0;0;0;0;0;0;0;0
Aquädukt;0;0;0;0;0;0;0;0;0;0
wässrig;0;0;0;0;0;0;0;0;0;0
Acker;0;0;0;0;0;0;0;0;0;0
Schiedsrichter;0;0;0;0;0;0;0;0;0;1
vermitteln;0;0;0;0;0;0;0;0;0;0
Schlichtung;0;0;0;1;0;0;0;0;0;0
Schiedsrichter Schiedsrichter;0;0;0;0;0;0;0;0;0;1
Laube;0;0;0;0;0;0;0;0;0;0
Bogen;0;0;0;0;0;0;0;0;0;0
Arkade;0;0;0;0;0;0;0;0;0;0
Bogen;0;0;0;0;0;0;0;0;0;0
archäologisch;0;0;0;0;0;0;0;0;0;0
Archäologe;0;0;0;0;0;0;0;0;0;0
Archäologie;1;0;0;1;0;0;0;0;0;0
archaisch;0;1;0;0;0;0;0;0;0;0
Erzbischof;0;0;0;0;0;0;0;0;0;0
gewölbt;0;0;0;0;0;0;0;0;0;0
Bogenschütze;0;0;0;0;0;0;0;0;0;0
Bogenschießen;0;0;0;0;0;0;0;0;0;0
Archetyp;0;0;0;0;0;0;0;0;0;0
Archipel;0;0;0;0;0;0;0;0;0;0
Architekt;0;0;0;0;0;0;0;0;0;0
die Architektur;0;0;0;0;0;0;0;0;0;1
Archiv;0;0;0;0;0;0;0;0;0;0
Arktis;0;0;0;0;0;0;0;0;0;0
leidenschaftlich;1;0;0;1;0;0;1;0;0;0
Eifer;1;0;0;0;0;0;0;0;0;0
mühsam;0;1;0;0;0;0;0;0;0;0
Bereich;0;0;0;0;0;0;0;0;0;0
Arena;0;0;0;0;0;0;0;0;0;0
Warzenhof;0;0;0;0;0;0;0;0;0;0
Silber;0;0;0;0;0;0;0;0;0;0
streiten;0;1;1;0;0;0;0;0;0;0
Streit;0;1;1;0;0;0;0;0;0;0
Argumentation;0;0;1;0;0;0;0;0;0;0
argumentativ;0;1;0;0;0;0;0;0;0;0
Argumente;0;0;1;0;0;0;0;0;0;0
trocken;0;1;0;0;0;0;0;1;0;0
Adel;1;0;0;0;0;0;0;0;0;0
Aristokrat;0;0;0;0;0;0;0;0;0;0
aristokratisch;1;0;0;0;0;0;0;0;0;0
Arithmetik;0;0;0;0;0;0;0;0;0;0
Arche;0;0;0;0;0;0;0;0;0;0
Arm;0;0;0;0;0;0;0;0;0;0
Armada;0;0;0;0;0;0;0;0;0;0
Rüstung;0;0;1;0;0;1;0;0;0;0
Rüstungen;0;1;0;0;0;1;0;0;0;0
Anker;0;0;0;0;0;0;0;0;0;0
bewaffnet;1;1;1;0;0;1;0;0;0;0
Rüstung;1;0;0;0;0;1;0;0;0;1
gepanzert;0;0;0;0;0;1;0;0;0;0
Waffenkammer;0;0;0;0;0;0;0;0;0;1
Waffen;0;0;0;0;0;0;0;0;0;0
Heer;0;0;0;0;0;0;0;0;0;0
Aroma;1;0;0;0;0;0;0;0;0;0
Erregung;0;0;0;0;0;0;0;0;0;0
erregen;1;0;0;1;0;0;0;0;0;0
Anordnung;0;1;1;0;0;1;0;1;0;0
arrangieren;0;0;0;0;0;0;0;0;0;0
vereinbart worden;0;0;0;0;0;0;0;0;0;0
Anordnung;0;0;0;0;0;0;0;0;0;0
Reihe;1;0;0;0;0;0;0;0;0;0
Verzug;0;1;0;0;0;0;0;0;0;0
Festnahme;0;1;0;0;0;0;0;0;0;0
Ankunft;0;0;0;1;0;0;0;0;0;0
ankommen;0;0;0;1;0;0;0;0;0;0
Arroganz;0;1;0;0;0;0;0;0;0;0
arrogant;0;1;1;0;1;0;0;0;0;0
Pfeil;0;0;0;0;0;0;0;0;0;0
Arsenal;0;0;0;0;0;0;0;0;0;0
Arsen;0;1;0;0;1;1;0;1;0;0
Brandstiftung;0;1;1;0;0;1;0;0;0;0
Kunst;1;0;0;1;0;0;1;1;1;0
Arterie;0;0;0;0;0;0;0;0;0;0
kunstvoll;0;0;0;0;0;0;0;0;0;0
Gliederfüßer;0;0;0;0;0;0;0;0;0;0
Artischocke;0;0;0;0;0;0;0;0;0;0
Artikel;0;0;0;0;0;0;0;0;0;0
Artikel;0;0;0;0;0;0;0;0;0;0
artikulieren;1;0;0;0;0;0;0;0;0;0
Artikulation;1;0;0;0;0;0;0;0;0;0
Kunststück;0;0;0;0;0;0;0;0;0;0
Artillerie;0;1;0;0;0;1;0;0;0;0
Handwerker;1;0;0;0;0;0;0;0;0;0
Künstler;0;0;0;0;0;0;0;0;0;0
Künstler;1;0;0;0;0;0;0;0;0;0
künstlerisch;1;0;0;0;0;0;0;0;0;0
Künstler;0;0;0;0;0;0;0;0;0;0
aufsteigen;0;0;0;0;0;0;0;0;0;0
Überlegenheit;1;0;0;0;0;0;0;0;0;0
Aufstieg;0;0;0;0;0;0;0;0;0;0
Aufstieg;1;0;0;0;0;0;0;0;0;0
ermitteln;0;0;0;0;0;0;0;0;0;0
ermittelt;0;0;0;0;0;0;0;0;0;0
Asket;0;0;0;0;0;0;0;0;0;0
Asche;0;1;0;0;0;0;0;0;0;0
beschämt;0;1;0;0;1;0;0;1;0;0
Asche;0;1;0;0;0;0;0;1;0;0
schlafend;0;0;0;0;0;0;0;0;0;0
Asp;0;0;0;0;0;1;0;0;0;0
Aspartam;0;0;0;0;0;0;0;0;0;0
Aspekt;0;0;0;0;0;0;0;0;0;0
Aspekte;0;0;0;0;0;0;0;0;0;0
Asphalt;0;0;0;0;0;0;0;0;0;0
Aspiration;1;0;0;1;0;0;1;0;1;1
streben;1;0;0;1;0;0;1;0;0;0
aufstrebend;1;0;0;1;0;0;1;0;0;1
Arsch;0;1;0;0;0;0;0;0;0;0
angreifen;0;1;1;0;0;1;0;0;1;0
Angreifer;0;1;1;0;0;1;0;1;0;0
Attentäter Attentäter;0;1;1;0;0;1;0;1;0;0
ermorden;0;1;1;0;0;1;0;0;0;0
Ermordung;0;1;1;0;0;1;0;1;0;0
Angriff;0;1;1;0;0;1;0;0;0;0
Test;0;0;0;0;0;0;0;0;0;0
Montage;0;0;0;0;0;0;0;0;0;0
montieren;0;0;0;0;0;0;0;0;0;0
gebaut;0;0;0;0;0;0;0;0;0;0
Montage;1;0;0;0;0;0;0;0;0;1
behaupten;1;0;0;0;0;0;0;0;0;0
behaupten;0;0;0;0;0;0;0;0;0;0
behaupten;1;0;0;0;0;0;0;0;0;1
Behauptung;0;0;0;0;0;0;0;0;0;0
bewerten;0;0;0;0;0;0;0;0;0;0
Bewertung;0;0;0;0;0;0;0;0;1;1
Gutachter;0;0;0;0;0;0;0;0;0;1
Vermögenswerte;1;0;0;0;0;0;0;0;0;0
Arschloch;0;1;1;0;1;0;0;0;0;0
zuordnen;0;0;0;0;0;0;0;0;0;0
Bevollmächtigter;0;0;0;0;0;0;0;0;0;1
Abtretung;0;0;0;0;0;0;0;0;0;0
assimilieren;0;0;0;0;0;0;0;0;0;0
Assimilation;0;0;0;0;0;0;0;0;0;0
helfen;1;0;0;0;0;0;0;0;0;1
Hilfe;1;0;0;0;0;0;0;0;0;0
Assistent;0;0;0;0;0;0;0;0;0;0
assoziieren;1;0;0;0;0;0;0;0;0;1
Verband;0;0;0;0;0;0;0;0;0;1
sortiert;0;0;0;0;0;0;0;0;0;0
Sortiment;0;0;0;0;0;0;0;0;0;0
beschwichtigen;1;0;0;0;0;0;0;0;0;0
vermutet;0;0;0;0;0;0;0;0;0;0
vorausgesetzt;0;0;0;0;0;0;0;0;0;0
Annahme Annahme;0;0;0;0;0;0;0;0;0;0
Sicherheit;1;0;0;0;0;0;0;0;0;1
versichern;0;0;0;0;0;0;0;0;0;1
versicherte;1;0;0;0;0;0;0;0;0;1
ganz gewiss;0;0;0;0;0;0;0;0;0;1
Sternchen;0;0;0;0;0;0;0;0;0;0
Asteroiden;0;0;0;0;0;0;0;0;0;0
Astigmatismus;0;0;0;0;0;0;0;0;0;0
erstaunlich;1;0;0;0;0;0;0;0;1;0
Erstaunen;1;0;0;0;0;0;1;0;1;0
astral;0;0;0;0;0;0;0;0;0;0
in die Irre;0;1;0;0;0;1;0;0;0;0
adstringierend;0;1;0;0;0;0;0;0;0;0
Astrologe;1;0;0;1;0;0;0;0;0;0
Astrologie;0;0;0;0;0;0;0;0;0;0
Astronaut;1;0;0;0;0;0;0;0;0;0
Astronom;1;0;0;1;0;0;0;0;0;0
Astronomie;0;0;0;0;0;0;0;0;0;0
schlau;1;0;0;0;0;0;0;0;0;0
auseinander;0;0;0;0;0;0;0;0;0;0
Asyl;0;1;0;0;0;1;0;0;0;0
asymmetrisch;0;0;0;0;0;0;0;0;0;0
Asymmetrie;0;0;0;0;1;0;0;0;0;0
asymptotisch;0;0;0;0;0;0;0;0;0;0
Atelier;0;0;0;0;0;0;0;0;0;0
Atheismus;0;1;0;0;0;0;0;0;0;0
Atheist;0;0;0;0;0;0;0;0;0;0
atheistisch;0;0;0;0;0;0;0;0;0;0
Atherosklerose;0;1;0;0;0;1;0;1;0;0
Athlet;1;0;0;0;0;0;0;0;0;0
sportlich;1;0;0;0;0;0;0;0;0;0
Sportlichkeit;0;0;0;0;0;0;0;0;0;0
Leichtathletik;0;0;0;0;0;0;0;0;0;0
Atlas;0;0;0;0;0;0;0;0;0;0
Atmosphäre;0;0;0;0;0;0;0;0;0;0
atmosphärisch;0;0;0;0;0;0;0;0;0;0
Atoll;0;0;0;0;0;0;0;0;0;0
Atom;1;0;0;0;0;0;0;0;0;0
atomar;0;0;0;0;0;0;0;0;0;0
büßen;1;0;0;1;0;0;1;0;0;1
Sühne;1;0;0;0;0;0;0;0;0;0
Atrium;0;0;0;0;0;0;0;0;0;0
scheußlich;0;1;1;0;1;0;0;0;0;0
Grausamkeit;0;1;1;0;1;1;0;1;0;0
Atrophie;0;1;0;0;1;1;0;1;0;0
anfügen;0;0;0;0;0;0;0;0;0;0
Anhang;1;0;0;0;0;0;0;0;0;0
Attacke;0;1;1;0;0;1;0;0;0;0
angreifen;0;1;1;0;1;1;0;1;1;0
erreichen;0;0;0;0;0;0;0;0;0;0
erreichbar;1;0;0;1;0;0;0;0;0;0
Erreichung;1;0;0;0;0;0;0;0;0;0
versuchen;0;0;0;1;0;0;0;0;0;0
Teilnahme;0;0;0;1;0;0;0;0;0;0
Begleiter;1;0;0;0;0;0;0;0;0;1
Aufmerksamkeit;1;0;0;0;0;0;0;0;0;0
aufmerksam;1;0;0;0;0;0;0;0;0;1
dämpfen;0;0;0;0;0;0;0;0;0;0
gedämpft;0;1;0;0;0;0;0;0;0;0
Dämpfung;0;1;0;0;0;0;0;1;0;0
bezeugen;1;0;0;0;0;0;0;0;0;1
Bescheinigung;0;0;0;0;0;0;0;0;0;1
Dachboden;0;0;0;0;0;0;0;0;0;0
Kleidung;0;0;0;0;0;0;0;0;0;0
Attitüde;0;0;0;0;0;0;0;0;0;0
Rechtsanwalt;1;0;1;0;0;1;0;0;0;1
Attraktion;1;0;0;0;0;0;0;0;0;0
Attraktivität;1;0;0;0;0;0;0;0;0;0
Zurechenbar;0;0;0;0;0;0;0;0;0;0
Attribut;0;0;0;0;0;0;0;0;0;0
Zuschreibung;0;0;0;0;0;0;0;0;0;0
Attrition;0;0;0;0;0;0;0;0;0;0
rotbraun;0;0;0;0;0;0;0;0;0;0
Versteigerung;0;0;0;1;0;0;0;0;0;0
Auktionator;0;0;0;0;0;0;0;0;0;0
kühn;0;0;0;0;0;0;0;0;0;0
Unverfrorenheit;0;1;0;0;0;0;0;0;0;0
hörbar;0;0;0;0;0;0;0;0;0;0
Publikum;0;0;0;1;0;0;0;0;0;0
Prüfung;0;0;0;0;0;0;0;0;0;0
Vorsprechen;0;0;0;0;0;0;0;0;0;0
Wirtschaftsprüfer;0;0;0;0;0;1;0;0;0;1
Auditorium;0;0;0;0;0;0;0;0;0;0
auditiv;0;0;0;0;0;0;0;0;0;0
was;0;0;0;0;0;0;0;0;0;0
vermehren;1;0;0;0;0;0;0;0;0;0
Augmentation;0;0;0;0;0;0;0;0;0;0
August;1;0;0;0;0;0;0;0;0;0
Tante;1;0;0;0;0;0;0;0;0;1
Aura;1;0;0;0;0;0;0;0;0;0
Polarlicht;0;0;0;0;0;0;0;0;0;0
Auspizien;0;0;0;0;0;0;0;0;0;0
günstig;1;0;0;1;0;0;1;0;0;0
streng;0;1;0;0;0;1;0;1;0;0
Strenge;0;1;0;0;0;0;0;0;0;0
authentisch;1;0;0;0;0;0;1;0;0;1
authentifizieren;0;0;0;0;0;0;0;0;0;1
Authentifizierung;0;0;0;0;0;0;0;0;0;1
Authentizität;1;0;0;0;0;0;0;0;0;1
Autor;1;0;0;0;0;0;0;0;0;1
maßgeblich;1;0;0;0;0;0;0;0;0;1
Behörde;1;0;0;0;0;0;0;0;0;1
Genehmigung;1;0;0;0;0;0;0;0;0;1
autorisieren;0;0;0;0;0;0;0;0;0;1
autorisiert;1;0;0;0;0;0;0;0;0;0
Urheberschaft;0;0;0;0;0;0;0;0;0;0
Auto;0;0;0;0;0;0;0;0;0;0
Autobiographie;0;0;0;0;0;0;0;0;0;0
autokratisch;0;1;0;0;0;0;0;0;0;0
Autogramm;0;0;0;0;0;0;0;0;0;0
automatisch;0;0;0;0;0;0;0;0;0;1
Automobil;0;0;0;0;0;0;0;0;0;0
Autonomie;0;0;0;0;0;0;0;0;0;0
Autopsie;0;1;0;0;1;1;0;1;0;0
Herbst;0;0;0;0;0;0;0;0;0;0
Hilfs-;0;0;0;0;0;0;0;0;0;0
nutzen;0;0;0;0;0;0;0;0;0;0
Lawine;0;1;0;0;0;1;0;1;1;0
Habsucht;0;1;1;0;1;0;0;0;0;0
Benutzerbild;1;0;0;0;0;0;0;0;0;0
Rächer;0;1;1;0;0;0;0;0;0;0
Allee;0;0;0;0;0;0;0;0;0;0
behaupten;0;0;0;0;0;0;0;0;0;0
Durchschnitt;0;0;0;0;0;0;0;0;0;0
abgeneigt;0;1;1;0;1;1;0;0;0;0
Abneigung;0;1;1;0;1;1;0;0;0;0
abwenden;0;0;0;0;0;0;0;0;0;0
Voliere;0;0;0;0;0;0;0;0;0;0
Luftfahrt;0;0;0;0;0;0;0;0;0;0
Flieger;0;0;0;0;0;0;0;0;0;0
eifrig;0;0;0;0;0;0;0;0;0;0
Avocado;0;0;0;0;0;0;0;0;0;0
vermeiden;0;1;0;0;0;1;0;0;0;0
Vermeidung;0;1;0;0;0;1;0;0;0;0
vermeiden vermeiden;0;0;0;0;0;1;0;0;0;0
erwarten;0;0;0;1;0;0;0;0;0;0
Erwachen;0;0;0;0;0;0;0;0;0;0
wecken;0;0;0;0;0;0;0;0;0;0
vergeben;1;0;0;1;0;0;1;0;1;1
Scheu;0;0;0;0;0;0;0;0;0;0
furchtbar;0;1;1;0;1;1;0;1;0;0
Ungeschicklichkeit;0;1;0;0;1;0;0;0;0;0
Markise;0;0;0;0;0;0;0;0;0;0
schief;0;1;0;0;0;0;0;0;0;0
axial;0;0;0;0;0;0;0;0;0;0
Axiom;0;0;0;0;0;0;0;0;0;1
axiomatisch;0;0;0;0;0;0;0;0;0;1
Achse;0;0;0;0;0;0;0;0;0;0
Achse;0;0;0;0;0;0;0;0;0;0
ja;1;0;0;0;0;0;0;0;0;0
Ja;1;0;0;0;0;0;0;0;0;0
Azimut;0;0;0;0;0;0;0;0;0;0
azurblau;0;0;0;0;0;0;0;0;0;0
plappern;0;1;0;0;0;0;0;0;0;0
plappern;0;1;0;0;0;0;0;0;0;0
Pavian;0;1;0;0;1;0;0;0;0;0
Baby;1;0;0;0;0;0;1;0;0;0
Babysitter;0;0;0;0;0;0;0;0;0;1
Abitur;1;0;0;0;0;0;0;0;0;0
Baccarat;0;0;0;0;0;0;0;0;0;0
Junggeselle;0;0;0;0;0;0;0;0;0;0
der Rücken;0;0;0;0;0;0;0;0;0;0
Rückgrat;1;0;1;0;0;0;0;0;0;1
Unterstützer;0;0;0;0;0;0;0;0;0;1
nach hinten losgehen;0;0;0;0;0;0;0;0;0;0
Backgammon;0;0;0;0;0;0;0;0;0;0
Hintergrund;0;0;0;0;0;0;0;0;0;0
Bagger;0;0;0;0;0;0;0;0;0;0
Rucksacktourist;0;0;0;0;0;0;0;0;0;0
zurückverfolgen;0;0;0;0;0;0;0;0;0;0
rückwärts;0;1;0;0;0;0;0;0;0;0
rückwärts;0;1;0;0;1;0;0;0;0;0
Rückstau;0;1;0;0;0;0;0;1;0;0
Bakterien;0;1;0;0;1;1;0;1;0;0
Bakterium;0;1;0;0;1;1;0;0;0;0
Schlecht;0;1;1;0;1;1;0;1;0;0
Abzeichen;0;0;0;0;0;0;0;0;0;1
Dachs;0;1;1;0;0;0;0;0;0;0
schlecht;0;1;0;0;0;0;0;1;0;0
Schlechtigkeit;0;1;1;0;1;1;0;0;0;0
Schallwand;0;0;0;0;0;0;0;0;0;0
Tasche;0;0;0;0;0;0;0;0;0;0
Gepäck;0;0;0;0;0;0;0;0;0;0
ausgebeult;0;0;0;0;0;0;0;0;0;0
Dudelsack;0;0;0;0;0;0;0;0;0;0
Kaution;0;0;0;0;0;0;0;0;0;0
Gerichtsvollzieher;0;1;0;0;0;1;0;0;0;1
Köder;0;1;0;0;0;1;0;0;0;1
backen;0;0;0;0;0;0;0;0;0;0
Bäckerei;0;0;0;0;0;0;0;0;0;0
Backen;0;0;0;0;0;0;0;0;0;0
bal;0;0;0;0;0;0;0;0;0;0
Gleichgewicht;1;0;0;0;0;0;0;0;0;0
ausgewogen;1;0;0;0;0;0;0;0;0;0
Balkon;0;0;0;0;0;0;0;0;0;0
kahl;0;0;0;0;0;0;0;0;0;0
Ballen;0;1;0;0;0;1;0;0;0;0
Balken;0;1;0;0;0;0;0;0;0;0
Ball;0;0;0;0;0;0;0;0;0;0
Ballade;1;0;0;0;0;0;0;0;0;0
Ballast;0;0;0;0;0;0;0;0;0;0
Ballett;1;0;0;0;0;0;0;0;0;0
Ballon;0;0;0;0;0;0;0;0;0;0
Abstimmung;1;0;0;1;0;0;0;0;0;1
Ballsaal;0;0;0;0;0;0;0;0;0;0
Balsam;1;1;0;1;0;0;1;0;0;0
balsamisch;0;0;0;0;0;0;0;0;0;0
Balsam;1;0;0;0;0;0;0;0;0;0
Balsamico;0;0;0;0;0;0;0;0;0;0
Verbot;0;1;0;0;0;0;0;0;0;0
Banane;0;0;0;0;0;0;0;0;0;0
Band;0;0;0;0;0;0;0;0;0;0
Binde;0;0;0;0;0;0;0;0;0;0
Bandit;0;1;0;0;0;0;0;0;0;0
Zug;0;0;0;0;0;0;0;0;0;0
Fluch;0;1;1;0;1;1;0;0;0;0
Knall;0;1;1;0;1;1;0;1;1;0
Knaller;0;1;1;1;0;1;0;0;1;0
verbannen;0;1;1;0;1;1;0;1;0;0
verbannt;0;1;1;0;0;1;0;1;0;0
Verbannung;0;1;1;0;1;0;0;1;0;0
Banjo;0;0;0;0;0;0;0;0;0;0
Bank;0;0;0;0;0;0;0;0;0;1
Banker;0;0;0;0;0;0;0;0;0;1
Pleite;0;1;0;0;0;1;0;1;0;0
Konkurs;0;1;1;0;1;1;0;1;0;0
Banner;0;0;0;0;0;0;0;0;0;0
Bankett;1;0;0;1;0;0;1;0;0;0
Banshee;0;1;1;0;1;1;0;1;0;0
Geplänkel;0;0;0;0;0;0;0;0;0;0
Taufe;1;0;0;0;0;0;0;0;0;0
Taufe;1;0;0;0;0;0;1;0;0;0
Bar;0;0;0;0;0;0;0;0;0;0
Widerhaken;0;1;1;0;0;0;0;0;0;0
Barbar;0;1;0;0;0;1;0;0;0;0
barbarisch;0;1;1;0;1;1;0;0;0;0
Barbarei;0;1;0;0;0;0;0;0;0;0
Grill;0;0;0;0;0;0;0;0;0;0
mit Widerhaken;0;0;0;0;0;0;0;0;0;0
Barde;1;0;0;0;0;0;0;0;0;0
ohne Sattel;0;0;0;0;0;0;0;0;0;0
barfuß;0;0;0;0;0;0;0;0;0;0
kaum;0;0;0;0;0;0;0;0;0;0
Kotzen;0;0;0;0;1;0;0;0;0;0
Schnäppchen;1;0;0;0;0;0;0;0;0;1
Lastkahn;0;0;0;0;0;0;0;0;0;0
Bariton;0;0;0;0;0;0;0;0;0;0
bellen;0;1;1;0;0;0;0;0;0;0
Scheune;0;0;0;0;0;0;0;0;0;0
Barney;0;0;0;0;0;0;0;0;0;0
Barometer;0;0;0;0;0;0;0;0;0;0
Baron;0;0;0;0;0;0;0;0;0;0
Barock;0;0;0;0;0;0;0;0;0;0
Baracke;0;0;0;0;0;0;0;0;0;0
gesperrt;0;1;0;0;0;0;0;0;0;0
Fass;0;0;0;0;0;0;0;0;0;0
unfruchtbar;0;1;0;0;0;0;0;1;0;0
Barrikade;0;1;0;0;0;1;0;0;0;0
Barriere;0;1;1;0;0;0;0;0;0;0
Sperre;0;0;0;0;0;0;0;0;0;0
Rechtsanwalt;0;0;0;0;0;0;0;0;0;0
Karren;0;0;0;0;1;0;0;0;0;0
